step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
234,8234,234,0.6399857782127656,0.0,0.8181818181818182
235,8275,235,0.37742895569239776,0.0,0.8518518518518519
236,8308,236,0.3789222046649229,0.0,0.7619047619047619
237,8357,237,0.41095166086269574,0.0,0.8571428571428571
238,8382,238,0.032684158397799666,1.0,1.0
239,8415,239,0.4740543989406797,0.0,0.8181818181818182
240,8440,240,0.06080848904539986,1.0,1.0
241,8473,241,0.10986990148869154,0.0,0.9523809523809523
242,8498,242,0.22467856601055247,0.0,0.9166666666666666
243,8539,243,0.5840937172786944,0.0,0.64
244,8572,244,0.5782144524515025,0.0,0.65
245,8605,245,0.2936583833025725,0.0,0.7916666666666666
246,8646,246,0.49319458912676784,0.0,0.8620689655172413
247,8671,247,0.556797181504844,0.0,0.7142857142857143
248,8704,248,0.014116227713608608,1.0,1.0
249,8745,249,0.440681543393308,0.0,0.8571428571428571
250,8778,250,0.06482882315520327,1.0,1.0
251,8803,251,0.018881308089773178,1.0,1.0
252,8844,252,0.27052681686025243,0.0,0.8888888888888888
253,8869,253,0.15683841734348486,0.0,0.9166666666666666
254,8902,254,0.47429047614456066,0.0,0.782608695652174
255,8943,255,0.29059787441058144,0.0,0.88
256,8984,256,0.3742047018243466,0.0,0.84375
257,9025,257,0.2868331190259196,0.0,0.8518518518518519
258,9058,258,0.21247085002614768,0.0,0.9047619047619048
259,9099,259,0.2967597281836207,0.0,0.8709677419354839
260,9148,260,0.6757168386021657,0.0,0.8
261,9197,261,0.3918373143395335,0.0,0.8333333333333334
262,9238,262,0.381234977512504,0.0,0.8214285714285714
263,9271,263,0.5215596302099584,0.0,0.65
264,9312,264,2.6428518762022724,0.0,0.5294117647058824
265,9353,265,0.5353919365790498,0.0,0.7857142857142857
266,9370,266,0.1010523143177852,1.0,1.0
267,9395,267,0.35155005301922604,0.0,0.75
268,9420,268,0.1342750565659177,1.0,1.0
269,9445,269,0.09261005867141194,0.0,0.9090909090909091
270,9478,270,0.5358106147079524,0.0,0.8260869565217391
271,9519,271,1.0292973433849804,0.0,0.7241379310344828
272,9544,272,0.29649159983343754,0.0,0.8235294117647058
273,9585,273,0.5251903790842043,0.0,0.75
274,9618,274,0.3611290097257006,0.0,0.8333333333333334
275,9667,275,0.5398377002937498,0.0,0.85
276,9692,276,0.4703021829240606,0.0,0.7857142857142857
277,9749,277,0.5039212146567625,0.0,0.7777777777777778
278,9782,278,0.278658087730073,0.0,0.85
279,9799,279,0.719504691498878,0.0,0.6666666666666666
280,9840,280,0.23502323637596786,0.0,0.9259259259259259
281,9881,281,0.4208445938043296,0.0,0.8571428571428571
282,9914,282,0.08077309956184764,1.0,1.0
283,9939,283,0.1380226229427232,0.0,0.8571428571428571
284,9980,284,0.3688720930431046,0.0,0.7857142857142857
285,10013,285,0.25105169408940126,0.0,0.8636363636363636
286,10038,286,0.10111188656134798,0.0,0.8333333333333334
287,10071,287,0.07122440414284938,0.0,0.9523809523809523
288,10096,288,0.44458084564539596,0.0,0.8235294117647058
289,10121,289,0.14051956584371508,1.0,1.0
290,10146,290,0.0754244152160633,1.0,1.0
291,10179,291,0.1381503463383706,0.0,0.9
292,10212,292,0.04702900520813273,1.0,1.0
293,10245,293,0.3314868403865694,0.0,0.7619047619047619
294,10278,294,0.4753440542545286,0.0,0.7142857142857143
295,10303,295,0.08708391288901718,0.0,0.9333333333333333
296,10344,296,0.44956947182165463,0.0,0.7931034482758621
297,10369,297,0.1321263274929758,0.0,0.9166666666666666
298,10402,298,0.5038686126907124,0.0,0.875
299,10427,299,0.03886343687924409,1.0,1.0
300,10452,300,0.05861981616233606,0.0,0.9166666666666666
301,10493,301,0.5311561241066666,0.0,0.8064516129032258
302,10518,302,0.14238351269828853,0.0,0.8461538461538461
303,10559,303,0.23650113480239818,0.0,0.7692307692307693
304,10584,304,0.025982302182722683,1.0,1.0
305,10633,305,0.351962632457248,0.0,0.8857142857142857
306,10666,306,0.39197149098908995,0.0,0.7894736842105263
307,10707,307,0.41100215062458684,0.0,0.7777777777777778
308,10740,308,0.3298143728700779,0.0,0.875
309,10765,309,0.18323602867797795,1.0,1.0
310,10806,310,0.26834868676187035,0.0,0.8148148148148148
311,10847,311,0.15897855235982572,0.0,0.8888888888888888
312,10888,312,0.18186028858684314,0.0,0.8260869565217391
313,10929,313,0.21396926385155532,0.0,0.8148148148148148
314,10970,314,0.4203313607838645,0.0,0.8076923076923077
315,11011,315,0.2432765544609283,0.0,0.9310344827586207
316,11052,316,0.44395423234318515,0.0,0.8484848484848485
317,11093,317,0.7088362300497189,0.0,0.6206896551724138
318,11126,318,0.2539609992623173,0.0,0.9444444444444444
319,11159,319,0.09068581791844502,1.0,1.0
320,11216,320,0.3934448026824457,0.0,0.9090909090909091
321,11265,321,0.5879456804884708,0.0,0.8378378378378378
322,11306,322,0.12952677785645006,0.0,0.9310344827586207
323,11331,323,0.11414504022014171,0.0,0.9285714285714286
324,11372,324,1.2728617010765593,0.0,0.5
325,11413,325,0.4061203117457981,0.0,0.875
326,11446,326,0.22470521604391253,0.0,0.9130434782608695
327,11479,327,0.18632858266399127,0.0,0.9047619047619048
328,11520,328,0.06046452750609729,0.0,0.9565217391304348
329,11561,329,0.20520426625700205,0.0,0.9393939393939394
330,11594,330,0.17560703280265444,0.0,0.9473684210526315
331,11635,331,0.2745165580261237,0.0,0.9375
332,11668,332,0.04331616434243188,1.0,1.0
333,11709,333,0.10080797948166219,1.0,1.0
334,11750,334,0.2518803735397069,0.0,0.8333333333333334
335,11799,335,0.07720581647795673,0.0,0.9393939393939394
336,11832,336,0.0401333571350915,1.0,1.0
337,11857,337,0.007504712293005771,1.0,1.0
338,11898,338,0.19134033488462682,0.0,0.9285714285714286
339,11939,339,0.08943374231990311,0.0,0.9615384615384616
340,11980,340,0.8618179842027603,0.0,0.6666666666666666
341,12021,341,0.415089190220926,0.0,0.8787878787878788
342,12054,342,0.08685974031109765,0.0,0.9444444444444444
343,12079,343,0.035844882379060444,1.0,1.0
344,12112,344,0.13402120862134914,0.0,0.9523809523809523
345,12145,345,0.04752022875932767,0.0,0.9444444444444444
346,12202,346,0.42467388333961037,0.0,0.8222222222222222
347,12227,347,0.11616620737947717,1.0,1.0
348,12276,348,0.3105568349165053,0.0,0.875
349,12317,349,0.24326207713814985,0.0,0.9310344827586207
350,12374,350,0.20547439483323984,0.0,0.9318181818181818
351,12407,351,0.00681862235041983,1.0,1.0
352,12448,352,0.1361982917334308,0.0,0.9629629629629629
353,12481,353,0.3308768051743442,0.0,0.8095238095238095
354,12514,354,0.24136205160151802,0.0,0.9047619047619048
355,12539,355,0.025854926817904317,1.0,1.0
356,12580,356,0.23873677817332647,0.0,0.8928571428571429
357,12605,357,0.09774278127597426,1.0,1.0
358,12638,358,0.08644050696471822,1.0,1.0
359,12663,359,0.02229298624190657,1.0,1.0
360,12696,360,0.16932960243271736,0.0,0.92
361,12737,361,0.12956556040313447,0.0,0.9642857142857143
362,12770,362,0.012567753013127004,1.0,1.0
363,12803,363,0.14435660277260468,0.0,0.9166666666666666
364,12836,364,0.014777088697800025,1.0,1.0
365,12877,365,2.253869020655082,0.0,0.5588235294117647
366,12894,366,0.009382801932040365,1.0,1.0
367,12919,367,0.02192292706987549,1.0,1.0
368,12952,368,0.2824704877820045,0.0,0.8695652173913043
369,12993,369,0.06988964843409486,0.0,0.9629629629629629
370,13026,370,0.14666472952782214,0.0,0.9545454545454546
371,13067,371,0.3024042353124024,0.0,0.90625
372,13092,372,0.17294025703042282,0.0,0.8571428571428571
373,13133,373,0.2902876747927949,0.0,0.8888888888888888
374,13174,374,0.05460068235907574,0.0,0.9642857142857143
375,13215,375,0.10434502333926504,0.0,0.9629629629629629
376,13256,376,0.08892917046480943,1.0,1.0
377,13289,377,0.06957810866348155,1.0,1.0
378,13314,378,0.02842465106252348,1.0,1.0
379,13339,379,0.022966241994339116,1.0,1.0
380,13364,380,0.09281921079057306,0.0,0.9285714285714286
381,13405,381,0.18129624777922437,0.0,0.896551724137931
382,13446,382,0.4632411411974682,0.0,0.8275862068965517
383,13487,383,0.1956368572554493,0.0,0.9230769230769231
384,13512,384,0.36242327160706433,0.0,0.8571428571428571
385,13545,385,0.0932864674827789,0.0,0.9545454545454546
386,13570,386,0.012773908351364676,1.0,1.0
387,13595,387,0.011685019367784358,1.0,1.0
388,13620,388,0.006951131368377711,1.0,1.0
389,13653,389,0.011280127578062321,1.0,1.0
390,13686,390,0.23354836664904724,0.0,0.85
391,13719,391,0.15983604354964484,0.0,0.8636363636363636
392,13744,392,0.17456137611787503,0.0,0.9411764705882353
393,13785,393,0.317078585676878,0.0,0.88
394,13826,394,0.7172089520285599,0.0,0.8275862068965517
395,13851,395,0.005367916149997404,1.0,1.0
396,13876,396,0.02841964275991283,1.0,1.0
397,13909,397,0.23845036814140258,0.0,0.8947368421052632
398,13934,398,0.012880366696564352,1.0,1.0
399,13975,399,0.00511129721439545,1.0,1.0
400,14016,400,0.49088988019920543,0.0,0.8181818181818182
401,14041,401,0.005428848472010941,1.0,1.0
402,14066,402,0.005637036926691057,1.0,1.0
403,14099,403,0.4220772672207386,0.0,0.8461538461538461
404,14124,404,0.022911109305484085,1.0,1.0
405,14157,405,0.11999959290165861,0.0,0.95
406,14182,406,0.006926335604699645,1.0,1.0
407,14207,407,0.02697005006884865,1.0,1.0
408,14232,408,0.023753465341627207,1.0,1.0
409,14273,409,0.12946898960995898,1.0,1.0
410,14306,410,0.12658667767130055,0.0,0.9523809523809523
411,14347,411,0.2709865058010637,0.0,0.8787878787878788
412,14380,412,0.2994644671539024,0.0,0.9545454545454546
413,14421,413,0.05537905820713787,0.0,0.9629629629629629
414,14462,414,0.17567248728437335,0.0,0.9032258064516129
415,14495,415,0.1543465601755588,0.0,0.9130434782608695
416,14512,416,0.6849782452889076,0.0,0.6666666666666666
417,14553,417,0.1376819754066837,0.0,0.92
418,14602,418,0.14694037677329252,0.0,0.9230769230769231
419,14651,419,0.37230629578190244,0.0,0.8648648648648649
420,14700,420,0.23453684072414718,0.0,0.8333333333333334
421,14725,421,0.05575152303892992,0.0,0.9166666666666666
422,14774,422,0.2986240786044421,0.0,0.7419354838709677
423,14815,423,0.10539308225983156,1.0,1.0
424,14856,424,0.17305574568419413,0.0,0.8888888888888888
425,14889,425,0.04263447335444198,1.0,1.0
426,14938,426,0.12755119315128088,0.0,0.9166666666666666
427,14971,427,0.18719312190522713,0.0,0.9444444444444444
428,14996,428,0.0077772242272241485,1.0,1.0
429,15037,429,0.18925307593734034,0.0,0.9428571428571428
430,15078,430,0.2706797003982647,0.0,0.9354838709677419
431,15119,431,0.1770132891800604,0.0,0.9375
432,15160,432,0.3780509580840299,0.0,0.7857142857142857
433,15193,433,0.10810821108230485,0.0,0.9583333333333334
434,15226,434,0.0900436331946912,0.0,0.9090909090909091
435,15267,435,0.21823779560567347,0.0,0.8571428571428571
436,15316,436,0.19812159555931957,0.0,0.9428571428571428
437,15357,437,0.07167958429676946,1.0,1.0
438,15374,438,0.24624408206906082,0.0,0.7777777777777778
439,15407,439,0.05948959771560908,1.0,1.0
440,15440,440,0.009906831686089052,1.0,1.0
441,15473,441,0.1754062022252765,1.0,1.0
442,15514,442,0.12821204261276034,0.0,0.9230769230769231
443,15555,443,0.2015096648581821,0.0,0.9
444,15604,444,0.18009741565881576,0.0,0.975609756097561
445,15653,445,0.05110115942792163,1.0,1.0
446,15686,446,0.42374475215947316,0.0,0.88
447,15719,447,0.20173210452648818,0.0,0.9047619047619048
448,15752,448,0.5870377788997212,0.0,0.875
449,15793,449,0.037061402254708546,1.0,1.0
450,15818,450,0.02267185936003216,1.0,1.0
451,15851,451,0.03350056788730285,1.0,1.0
452,15892,452,0.12700254603719804,0.0,0.9285714285714286
453,15933,453,0.13982492490493043,0.0,0.9642857142857143
454,15966,454,0.4336445226392243,0.0,0.8846153846153846
455,15991,455,0.034864603726115696,1.0,1.0
456,16032,456,0.0828375695036375,1.0,1.0
457,16057,457,0.018902619631150322,1.0,1.0
458,16090,458,0.12836386179752934,0.0,0.9130434782608695
459,16115,459,0.010365467701653964,1.0,1.0
460,16148,460,0.264581509390224,0.0,0.9523809523809523
461,16189,461,0.30975720721526345,0.0,0.9090909090909091
462,16230,462,0.4050082157308584,0.0,0.8529411764705882
463,16271,463,0.15367033983550393,0.0,0.9629629629629629
464,16296,464,0.322748939748407,0.0,0.8666666666666667
465,16321,465,0.14998440902590154,0.0,0.875
466,16346,466,0.05776298734684436,1.0,1.0
467,16371,467,0.08984880123742073,0.0,0.9285714285714286
468,16412,468,0.2965681194152414,0.0,0.90625
469,16437,469,0.18182920598929436,0.0,0.9285714285714286
470,16454,470,0.024872678138781336,1.0,1.0
471,16487,471,0.13539954292599077,0.0,0.9166666666666666
472,16528,472,0.06716117590670934,0.0,0.9583333333333334
473,16577,473,0.18136541579264154,0.0,0.9024390243902439
474,16618,474,0.10465005466896585,0.0,0.9230769230769231
475,16651,475,0.23940702757886811,0.0,0.9166666666666666
476,16692,476,0.09779068234184524,0.0,0.9615384615384616
477,16741,477,0.25140239661398933,0.0,0.8857142857142857
478,16782,478,0.2960726762475065,0.0,0.9375
479,16807,479,0.24096351888381679,0.0,0.8823529411764706
480,16840,480,0.20810872039332023,0.0,0.9565217391304348
481,16873,481,0.031974301890586504,1.0,1.0
482,16914,482,0.17589470299053023,0.0,0.8518518518518519
483,16939,483,0.09392615545773877,1.0,1.0
484,16980,484,0.12585087953672422,0.0,0.9655172413793104
485,17029,485,0.34046861770451264,0.0,0.875
486,17070,486,0.15950902499730002,0.0,0.9629629629629629
487,17103,487,0.005370135996855918,1.0,1.0
488,17144,488,0.3399883127647718,0.0,0.8275862068965517
489,17169,489,0.027084859234722293,1.0,1.0
490,17210,490,0.06880261854614947,0.0,0.9629629629629629
491,17235,491,0.02081784677269752,1.0,1.0
492,17268,492,0.005239315458202327,1.0,1.0
493,17309,493,0.2878712428270546,0.0,0.896551724137931
494,17358,494,0.10775490303540514,0.0,0.9393939393939394
495,17399,495,0.2036737427075914,0.0,0.9090909090909091
496,17424,496,0.03908822874470691,1.0,1.0
497,17449,497,0.011808499331596067,1.0,1.0
498,17490,498,0.06897163754611393,1.0,1.0
499,17523,499,0.0941977633735587,0.0,0.9583333333333334
500,17548,500,0.005447417475858552,1.0,1.0
501,17573,501,0.04474885640241192,1.0,1.0
502,17606,502,0.03548860880140524,1.0,1.0
503,17647,503,0.03160990542181753,1.0,1.0
504,17680,504,0.09189597751138535,0.0,0.9583333333333334
505,17721,505,0.08762079204972179,1.0,1.0
506,17754,506,0.06816317204678626,1.0,1.0
507,17787,507,0.021519215836569856,1.0,1.0
508,17828,508,0.03765677025984042,1.0,1.0
509,17869,509,0.17107530232243517,0.0,0.9696969696969697
510,17902,510,0.19861007265702937,0.0,0.92
511,17935,511,0.029448547514059557,1.0,1.0
